movie,release_date,production_budget,domestic_gross,worldwide_gross
the islands,2017-12-31,1200000,0,0
godâs not dead,2014-03-21,1150000,60755732,63777092
waiting...,2005-10-07,1125000,16124543,18673274
dead man's shoes,2006-05-12,1125000,6408,414736
the fog,1980-02-01,1100000,21445318,21445820
wolf creek,2005-12-25,1100000,16186348,29005064
ong-bak,2005-02-11,1100000,4563167,24062965
serbuan maut,2012-03-23,1100000,4105123,9297407
down by law,1986-09-26,1100000,1436000,1436000
the offspring,1987-09-04,1100000,1355728,1355728
sex with strangers,2002-02-22,1100000,247740,247740
beyond the black rainbow,2012-05-18,1100000,56491,56491
dracula: pages from a virgin's diary,2003-05-14,1100000,39659,81371
the sleepwalker,2014-11-21,1100000,2636,2636
departure,2017-03-07,1100000,0,27561
faith like potatoes,2009-04-07,1100000,0,0
lake mungo,2010-03-23,1100000,0,0
silent running,2015-04-07,1100000,0,0
the dead undead,2010-12-31,1100000,0,0
the vatican exorcisms,2013-12-31,1100000,0,0
rocket singh: salesman of the year,2009-12-11,1070000,164649,5348767
casablanca,1943-01-23,1039000,10462500,10496855
rocky,1976-11-21,1000000,117235147,225000000
the devil inside,2012-01-06,1000000,53262945,101759490
tom jones,1963-10-07,1000000,37600000,37600000
unfriended,2015-04-17,1000000,32789645,64364198
taxi driver,1976-02-08,1000000,28262574,28316211
an inconvenient truth,2006-05-24,1000000,24146161,53365925
you're next,2013-08-23,1000000,18494006,26887177
chernobyl diaries,2012-05-25,1000000,18119640,42411721
the howling,1981-04-10,1000000,17985000,17985000
dr. no,1963-05-08,1000000,16067035,59567035
hellraiser,1987-09-18,1000000,14564000,14575148
"hello, my name is doris",2016-03-11,1000000,14444999,14662703
cry wolf,2005-09-16,1000000,10047674,15943081
godzilla 2000,2000-08-18,1000000,10037390,10037390
blue valentine,2010-12-29,1000000,9737892,16566240
transamerica,2006-01-20,1000000,9015303,16553163
beyond the valley of the dolls,1970-01-01,1000000,9000000,9000000
love me tender,1956-11-15,1000000,9000000,9000000
unfriended: dark web,2018-07-20,1000000,8866745,16434588
sands of iwo jima,1949-12-14,1000000,7800000,7800000
the green inferno,2015-09-25,1000000,7192291,12931420
i am not your negro,2017-02-03,1000000,7123919,9617402
the sessions,2012-10-19,1000000,6002451,11495204
shine a light,2008-04-04,1000000,5505267,16173879
october baby,2012-03-23,1000000,5355847,5391992
the skeleton twins,2014-09-12,1000000,5284309,5797192
20 feet from stardom,2013-06-14,1000000,4946250,5892466
"food, inc.",2009-06-12,1000000,4417674,4731944
an inconvenient sequel,2017-07-28,1000000,3496795,5839322
next stop wonderland,1998-08-21,1000000,3395581,3465703
obvious child,2014-06-06,1000000,3122616,3324070
martha marcy may marlene,2011-10-21,1000000,2981038,5438911
junebug,2005-08-03,1000000,2678010,3553253
frozen river,2008-08-01,1000000,2511476,6030129
sidewalks of new york,2001-11-21,1000000,2402459,3575308
two girls and a guy,1998-04-24,1000000,2057193,2315026
the broken hearts club: a romantic comedy,2000-09-29,1000000,1744858,2022442
who killed the electric car?,2006-06-28,1000000,1678874,1849392
the secrets of jonathan sperry,2009-09-18,1000000,1355079,1355079
walking and talking,1996-07-17,1000000,1287480,1615787
bubba ho-tep,2003-09-19,1000000,1239183,1492895
no man's land,2001-12-07,1000000,1067481,2684207
slam,1998-10-09,1000000,1009819,1087521
visages villages,2017-10-06,1000000,952432,4015686
brigham city,2001-04-06,1000000,852206,852206
patti cake$,2017-08-18,1000000,800148,1471090
panic,2000-12-01,1000000,779137,1425707
palo alto,2014-05-09,1000000,767732,1156309
fiza,2000-09-08,1000000,623791,1179462
ajami,2010-02-03,1000000,621859,2721096
orgazmo,1998-10-23,1000000,582024,627287
the future,2011-07-29,1000000,568662,1239174
all the real girls,2003-02-14,1000000,549666,703020
23 blast,2014-10-24,1000000,549185,549185
dream with the fishes,1997-06-20,1000000,542909,542909
the act of killing,2013-07-19,1000000,486919,1227316
blue car,2003-05-02,1000000,464126,475367
wristcutters: a love story,2007-10-19,1000000,446165,473769
luminarias,2000-05-05,1000000,428535,428535
i origins,2014-07-18,1000000,336472,852399
antarctica: a year on ice,2014-11-28,1000000,288757,288757
the battle of shaker heights,2003-08-22,1000000,280351,839145
taxi to the dark side,2008-01-18,1000000,274661,304472
the invitation,2016-04-08,1000000,231738,354836
guiana 1838,2004-09-24,1000000,227241,227241
love liza,2002-12-30,1000000,213137,213137
once in a lifetime: the extraordinary story of the new york cosmos,2006-07-07,1000000,144601,215559
lisa picard is famous,2001-08-22,1000000,113433,113433
beyond the brick: a lego brickumentary,2015-07-31,1000000,101531,101531
the house of the devil,2009-10-30,1000000,101215,102812
hardflip,2012-06-01,1000000,96734,96734
creative control,2016-03-11,1000000,63014,63014
chocolate: deep dark secrets,2005-09-16,1000000,49000,1549000
the perfect host,2011-07-01,1000000,48764,51587
the last big thing,1998-09-25,1000000,22434,22434
safe men,1998-08-07,1000000,21210,21210
speedway junky,2001-08-31,1000000,17127,17127
hits,2015-02-13,1000000,15156,15156
the specials,2000-09-22,1000000,12996,12996
16 to life,2010-09-03,1000000,11574,11574
alone with her,2007-01-17,1000000,10787,844377
camp x-ray,2014-10-17,1000000,9837,101053
special,2008-11-21,1000000,7202,26822
the sisterhood of night,2015-04-10,1000000,6870,6870
sparkler,1999-03-19,1000000,5494,5494
the helixâ¦loaded,2005-03-18,1000000,3700,3700
childless,2015-05-15,1000000,1036,1036
in her line of fire,2006-04-21,1000000,884,884
the jimmy show,2002-12-13,1000000,703,703
heli,2013-12-31,1000000,0,552614
karachi se lahore,2015-12-31,1000000,0,17721
loving annabelle,2006-12-31,1000000,0,5382
american hero,2015-12-11,1000000,0,26
frat party,2009-12-01,1000000,0,0
jimmy and judy,2006-09-15,1000000,0,0
the party's over,2003-10-24,1000000,0,0
the poker house,2009-07-17,1000000,0,0
proud,2005-09-23,1000000,0,0
steppin: the movie,2008-12-31,1000000,0,0
zombies of mass destruction,2010-01-29,1000000,0,0
snow white: a deadly summer,2012-03-20,1000000,0,0
truth or die,2012-10-09,1000000,0,0
black rock,2013-05-14,1000000,0,0
hidden away,2014-01-07,1000000,0,0
my last day without you,2013-10-04,1000000,0,0
zombie hunter,2013-10-08,1000000,0,0
doc holliday's revenge,2014-12-31,1000000,0,0
a fine step,2014-06-24,1000000,0,0
fear clinic,2015-02-10,1000000,0,0
the pet,2015-03-10,1000000,0,0
hush,2016-04-08,1000000,0,0
1982,2016-03-01,1000000,0,0
the horror network,2015-10-27,1000000,0,0
chemical cut,2016-12-31,1000000,0,0
por amor en el caserio,2015-12-22,1000000,0,0
and then came love,2007-06-01,989000,8158,8158
hard candy,2006-04-14,950000,1024640,8267066
charly,2002-09-27,950000,814666,814666
banshee chapter,2014-01-10,950000,0,78122
trance,2012-12-31,950000,0,0
jesse,2014-08-12,950000,0,0
ask me anything,2015-03-03,950000,0,0
l!fe happens,2012-04-13,930000,30905,30905
lowriders,2017-05-12,916000,6179955,6188421
food chains,2014-11-21,913000,0,176
on the waterfront,1954-07-28,910000,9600000,9600000
fruitvale station,2013-07-12,900000,16098998,17549645
meet the blacks,2016-04-01,900000,9097072,9097072
"4 luni, 3 saptamani si 2 zile",2008-01-25,900000,1196321,11993156
circumstance,2011-08-26,900000,454121,958978
the quiet,2006-08-25,900000,381420,381420
the giant mechanical man,2012-04-27,900000,7396,7396
the brass teapot,2013-04-05,900000,6997,413733
40 weeks,2014-12-31,900000,0,0
le bonheur d'elza,2015-05-05,900000,0,0
bambi,1942-08-13,858000,102797000,268000000
"for a good time, call",2012-08-31,850000,1251749,1386088
latter days,2004-01-30,850000,833118,865708
the hammer,2008-03-21,850000,442638,442638
windsor drive,2015-08-28,850000,3256,3256
snitch,2012-12-31,850000,0,0
harrison montgomery,2008-12-31,850000,0,0
celeste and jesse forever,2012-08-03,840000,3103407,3787689
time changer,2002-10-25,825000,1500711,1500711
london to brighton,2009-08-11,825000,0,610776
crying with laughter,2009-12-31,820000,0,16909
billy jack,1971-01-01,800000,98000000,98000000
jodaeiye nader az simin,2011-12-30,800000,7098492,24426169
welcome to the dollhouse,1996-05-10,800000,4198137,5034794
raising victor vargas,2003-03-28,800000,2073984,2900578
ruby in paradise,1993-10-01,800000,1001437,1001437
pandora's box,2002-08-09,800000,881950,881950
cama adentro,2007-07-18,800000,200433,200433
deterrence,2000-03-10,800000,144583,371647
the mudge boy,2004-05-07,800000,62544,62544
the young unknowns,2003-04-11,800000,58163,58163
dã¸d snã¸,2009-06-19,800000,46742,2194020
not cool,2014-09-19,800000,35688,35688
kill list,2012-02-03,800000,29063,462206
vessel,2015-01-09,800000,0,0
saints and soldiers,2004-08-06,780000,1310470,1310470
american graffiti,1973-08-11,777000,115000000,140000000
iraq for sale: the war profiteers,2006-09-08,775000,0,0
kevin hart: laugh at my pain,2011-09-09,750000,7706436,7712436
aqua teen hunger force colon movie film for theaters,2007-04-13,750000,5520368,5520368
safety not guaranteed,2012-06-08,750000,4010957,4422318
the innkeepers,2012-02-03,750000,78396,1011535
il conformista,2014-08-29,750000,59656,89609
interview with the assassin,2002-11-15,750000,47329,47329
undead,2005-07-01,750000,41196,229250
donkey punch,2009-01-23,750000,19367,814801
all the boys love mandy lane,2013-10-11,750000,0,1960521
destiny,2014-12-31,750000,0,450
bled,2009-04-07,750000,0,0
adulterers,2016-01-05,750000,0,0
la mariã©e ã©tait en noir,1968-06-25,747000,44566,44566
high noon,1952-07-24,730000,8000000,8000000
hoop dreams,1994-10-14,700000,7768371,11768371
rize,2005-06-24,700000,3278611,4857731
half nelson,2006-08-11,700000,2697938,4911725
l.i.e.,2001-09-07,700000,1140965,1140965
columbus,2017-08-04,700000,1017107,1110511
naturally native,1999-10-08,700000,10508,10508
b-girl,2010-01-26,700000,0,1160
walter,2015-03-13,700000,0,0
king kong,1933-04-07,672000,10000000,10000650
house of wax,1953-04-10,658000,23800000,23800000
hav plenty,1998-06-19,650000,2301777,2301777
escape from tomorrow,2013-10-11,650000,171962,171962
that way madness lies,2018-12-14,650000,1447,1447
after,2012-12-31,650000,0,0
the hadza: last of the first,2014-12-31,650000,0,0
starsuckers,2009-12-31,640000,0,14812
treachery,2013-12-31,625000,0,0
top hat,1935-09-06,609000,1782000,3202000
the blair witch project,1999-07-14,600000,140539099,248300000
woodstock,1970-03-26,600000,34505110,34505110
the kentucky fried movie,1977-08-10,600000,15000000,20000000
per qualche dollaro in piã¹,1967-05-10,600000,4300000,4300000
mercy streets,2000-10-31,600000,173599,173599
water & power,2014-05-02,600000,42557,42557
arnolds park,2007-10-19,600000,23616,23616
broken vessels,1999-07-02,600000,15030,85343
drunk wedding,2015-05-22,600000,3301,3301
they will have to kill us first,2016-03-04,600000,0,7943
crop circles: quest for truth,2002-08-23,600000,0,0
the maid's room,2014-08-08,600000,0,0
light from the darkroom,2014-12-31,600000,0,0
irreplaceable,2015-02-24,600000,0,0
a hard day's night,1964-08-11,560000,1537860,1626784
the harvest/la cosecha,2011-07-29,560000,3709,3709
julija in alfa romeo,2015-12-31,560000,0,8462
mata hari,1931-12-26,558000,900000,900000
friday the 13th,1980-05-09,550000,39754601,59754601
love letters,1984-04-27,550000,5269990,5269990
faith connections,2014-09-12,550000,9111,9111
high road,2012-03-06,546173,0,0
fireproof,2008-09-26,500000,33456317,33473297
benji,1974-11-15,500000,31559560,31559560
open water,2004-08-06,500000,30500882,55518641
kingdom of the spiders,1977-01-01,500000,17000000,17000000
mad hot ballroom,2005-05-13,500000,8117961,9387581
the station agent,2003-10-03,500000,5801558,9470209
to save a life,2010-01-22,500000,3777210,3824868
wordplay,2006-06-16,500000,3121270,3177636
beyond the mat,1999-10-22,500000,2047570,2047570
the singles ward,2002-02-01,500000,1250798,1250798
sholem aleichem: laughing in the darkness,2011-07-08,500000,1131261,1131261
osama,2004-01-30,500000,1127331,1971479
groove,2000-06-09,500000,1115313,1167524
the r.m.,2003-01-31,500000,1111615,1111615
twin falls idaho,1999-07-30,500000,985341,1027228
mean creek,2004-08-20,500000,603951,1348750
drinking buddies,2013-08-23,500000,343706,407100
hurricane streets,1998-02-13,500000,334041,367582
never again,2002-07-12,500000,307631,308793
shichinin no samurai,1956-11-19,500000,271736,271736
civil brand,2003-08-29,500000,254293,254293
monsters,2010-10-29,500000,237301,5639730
lonesome jim,2006-03-24,500000,154187,602789
deceptive practice: the mysteries and mentors of ricky jay,2013-04-17,500000,152449,152449
the other dream team,2012-09-28,500000,134109,314444
o menino e o mundo,2015-12-11,500000,129479,280967
rubber,2011-04-01,500000,100370,680914
johnny suede,1991-01-01,500000,55000,55000
finishing the game,2007-10-05,500000,52850,53201
kiss the bride,2008-04-18,500000,32033,32033
the journey,2003-07-11,500000,19800,19800
home,2009-04-23,500000,15433,44793168
the slaughter rule,2003-01-10,500000,13134,13134
the living wake,2010-05-14,500000,12232,12232
scott walker: 30 century man,2009-02-27,500000,6840,77121
the californians,2005-10-21,500000,4134,4134
born to fly: elizabeth streb vs. gravity,2014-09-10,500000,1822,1822
detention of the dead,2013-06-28,500000,1778,1778
higher power,2018-05-11,500000,528,528
feng kuang de shi tou,2006-12-31,500000,0,3000000
now is good,2013-01-08,500000,0,2141436
griffin & phoenix,2006-12-31,500000,0,1355967
everything put together,2001-11-02,500000,0,7890
drones,2010-12-31,500000,0,0
enter nowhere,2012-04-03,500000,0,0
girls gone dead,2012-07-17,500000,0,0
insomnia manica,2005-12-31,500000,0,0
america is still the place,2014-12-31,500000,0,0
the outrageous sophie tucker,2015-07-24,500000,0,0
subconscious,2015-03-10,500000,0,0
roadside,2015-04-14,500000,0,0
love in the time of monsters,2015-02-10,500000,0,0
el rey de najayo,2012-12-31,500000,0,0
fight to the finish,2015-12-31,500000,0,0
bucky and the squirrels,2013-12-31,500000,0,0
going under,1990-12-31,500000,0,0
crossroads,2015-06-23,500000,0,0
alleluia! the devil's carnival,2015-08-11,500000,0,0
brooklyn bizarre,2015-12-01,500000,0,0
the little ponderosa zoo,2015-11-10,500000,0,0
the toxic avenger,1984-12-31,475000,0,0
paranormal activity,2009-09-25,450000,107918810,194183034
straight out of brooklyn,1991-01-01,450000,2712293,2712293
brick,2006-03-31,450000,2075743,4243996
sunday,1997-08-22,450000,410919,450349
conversations with other women,2006-08-11,450000,379418,1297745
siakh lokhamim: ha'slilim ha'gnouzim,2015-11-20,450000,41260,42503
poultrygeist: night of the chicken dead,2008-05-09,450000,13804,22623
as it is in heaven,2014-07-11,450000,13486,13486
mutual friends,2014-07-01,450000,0,0
rise of the entrepreneur - the search for a better way,2014-12-31,450000,0,0
42nd street,1933-03-09,439000,1438000,2281000
metropolitan,1990-08-03,430000,2938000,2938000
moartea domnului lazarescu,2006-04-28,425000,80301,581304
gory gory hallelujah,2005-01-21,425000,12604,12604
blue ruin,2014-04-25,420000,258384,437002
napoleon dynamite,2004-06-11,400000,44540956,46122713
monty python and the holy grail,1975-05-10,400000,3427696,5028948
quinceanera,2006-08-02,400000,1692693,2797199
dogtown and z-boys,2002-04-26,400000,1293295,1600566
heroes,2008-10-24,400000,655538,655538
tarnation,2004-10-06,400000,592014,1162014
i want your money,2010-10-15,400000,433588,433588
e tu vivrai nel terrore - l'aldilã,1983-01-01,400000,126387,126387
home movies,1980-05-16,400000,89134,89134
jackpot,2001-07-27,400000,44452,44452
fabled,2004-12-10,400000,31425,31425
the dark hours,2005-10-13,400000,423,423
viskningar och rop,2015-03-31,400000,0,9071
my beautiful laundrette,1986-04-01,400000,0,0
show me,2005-11-04,400000,0,0
pancakes,2014-12-31,400000,0,0
intolerance,1916-09-05,385907,0,0
the broadway melody,1929-02-01,379000,2800000,4358000
the evil dead,1983-04-15,375000,2400000,29400000
trekkies,1999-05-21,375000,617172,617172
maniac,1980-01-01,350000,10000000,10000000
american ninja 2: the confrontation,1987-01-01,350000,4000000,4000000
murderball,2005-07-08,350000,1531154,1772979
my dog tulip,2010-09-01,350000,246574,310891
51 birch street,2006-10-18,350000,84689,84689
revolution#9,2002-11-15,350000,9118,9118
royal kill,2009-04-10,350000,0,0
rotor dr1,2015-10-20,350000,0,0
12 angry men,1957-04-13,340000,0,0
halloween,1978-10-17,325000,47000000,70000000
it happened one night,1934-02-22,325000,2500000,2500000
kynodontas,2010-06-25,323000,110248,1373407
tumbleweeds,1999-11-24,312000,1350248,1788168
tupac resurrection,2003-11-14,300000,7718961,7808524
god's army,2000-03-10,300000,2637726,2652515
pieces of april,2003-10-17,300000,2528664,3571253
when the cat's away,1996-09-20,300000,1652472,2525984
wendy and lucy,2008-12-10,300000,865695,1416046
let's talk about sex,1998-09-11,300000,373615,373615
old joy,2006-08-25,300000,255923,399908
first morning,2005-07-15,300000,87264,87264
pierrot le fou,2007-06-15,300000,70807,71380
the watermelon woman,1997-03-05,300000,42735,42735
3 backyards,2011-03-11,300000,39475,39475
sisters in law,2006-04-12,300000,33312,33312
nothing but a man,2012-11-09,300000,17241,17241
ayurveda: art of being,2002-07-19,300000,16892,2066892
